Viol Location,Offense,Speed Limit,Officer Name,Vio Date,Vio Time,Original Bal
1300   NWLOOP 410 WBML,SPEEDING  77 MPH in a  65 MPH zone,65,"ZUNIGA, E.",12/22/2015,8:38:00 AM,201.1
1900   NWMILITARY                                                                                            HY,SPEEDING  53 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",12/22/2015,6:14:00 AM,221.1
6900     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/22/2015,4:49:00 PM,186.1
6300     BLANCO                                                                                              RD,SPEEDING  49 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/22/2015,4:14:00 PM,201.1
1200     JACKSON KELLER                                                                                      RD,SPEEDING  45 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/22/2015,3:32:00 PM,181.1
0002000  BLK NW LOOP 410 EBFR,SPEEDING  67 MPH in a  45 MPH zone,45,"COSSU, DANIEL",12/21/2015,7:40:00 PM,378.43
1600     JACKSON KELLER                                                                                      RD,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/21/2015,4:11:00 PM,196.1
6300     WEST                                                                                                AV,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/21/2015,3:29:00 PM,371.7
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/21/2015,3:17:00 PM,191.1
6600     WEST                                                                                                AV,SPEEDING  70 MPH in a  35 MPH zone,35,"TOMBLIN, GARY",12/21/2015,3:06:00 AM,501.93
1900     LOCKHILL SELMA                                                                                      RD,SPEEDING  54 MPH in a  35 MPH zone,35,"PECK, NATHANIEL",12/19/2015,7:57:00 PM,226.1
2000   NWLOOP 410 WBML,SPEEDING  82 MPH in a  65 MPH zone,65,"DAVILA, J",12/19/2015,11:40:00 PM,384.93
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  33 MPH in a  20 MP,20,"CRAWFORD, TONY",12/18/2015,7:44:00 AM,256.1
6600     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",12/18/2015,7:35:00 AM,201.1
2000   NWLOOP 410 EBML,SPEEDING  90 MPH in a  65 MPH zone,65,"DAVILA, J",12/17/2015,2:02:00 AM,256.1
2000   NWLOOP 410 EBML,SPEEDING  87 MPH in a  65 MPH zone,65,"TOMBLIN, GARY",12/17/2015,12:38:00 AM,241.1
6400     WEST                                                                                                AV,SPEEDING  49 MPH in a  35 MPH zone,35,"SINGLETON, R.",12/17/2015,11:21:00 AM,201.1
6500     WEST                                                                                                AV,SPEEDING  50 MPH in a  35 MPH zone,35,"SINGLETON, R.",12/16/2015,9:38:00 AM,286.1
1700     JACKSON KELLER                                                                                      RD,SPEEDING  48 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/16/2015,4:55:00 PM,196.1
6000     WEST                                                                                                AV,SPEEDING  46 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/16/2015,4:34:00 PM,186.1
0001700  JACKSON KELLER,SPEEDING  52 MPH in a  35 MPH zone,35,"MUNOZ, R.",12/15/2015,9:52:00 PM,216.1
6000     BLANCO                                                                                              RD,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/15/2015,4:11:00 PM,206.1
1700   NWMILITARY                                                                                            HY,SPEEDING  51 MPH in a  35 MPH zone,35,"SINGLETON, R.",12/15/2015,10:37:00 AM,211.1
1800   NWMILITARY                                                                                            HY,SPEEDING  50 MPH in a  35 MPH zone,35,"SIEMENS, J.",12/14/2015,12:49:00 PM,206.1
2100   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",12/14/2015,12:17:00 PM,191.1
6700     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",12/14/2015,12:09:00 PM,191.1
2200   NWMILITARY                                                                                            HY,SPEEDING  47 MPH in a  35 MPH zone,35,"SIEMENS, J.",12/14/2015,10:43:00 AM,271.1
2100   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"SIEMENS, J.",12/14/2015,10:29:00 AM,196.1
2200   NWMILITARY                                                                                            HY,SPEEDING  48 MPH in a  35 MPH zone,35,"SIEMENS, J.",12/14/2015,10:16:00 AM,196.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  36 MPH in a  20 MP,20,"CRAWFORD, TONY",12/11/2015,8:39:00 AM,341.1
0006500  BLK WEST,SPEEDING  50 MPH in a  35 MPH zone,35,"COSSU, DANIEL",12/11/2015,5:00:00 PM,206.1
1100   NWLOOP 410 EBML,SPEEDING  80 MPH in a  65 MPH zone,65,"DAVILA, J",12/11/2015,3:00:00 AM,392.43
5800     BLANCO                                                                                              RD,SPEEDING  53 MPH in a  35 MPH zone,35,"CRAWFORD, TONY",12/11/2015,2:00:00 PM,221.1
1300     LOCKHILL SELMA                                                                                      RD,SPEEDING  48 MPH in a  35 MPH zone,35,"SINGLETON, R.",12/10/2015,7:25:00 AM,196.1
1300     LOCKHILL SELMA                                                                                      RD,SPEEDING  46 MPH in a  35 MPH zone,35,"SINGLETON, R.",12/10/2015,4:43:00 PM,186.1
1400     LOCKHILL SELMA                                                                                      RD,SPEEDING  48 MPH in a  35 MPH zone,35,"SINGLETON, R.",12/10/2015,4:07:00 PM,196.1
1400     LOCKHILL SELMA                                                                                      RD,SPEEDING  46 MPH in a  35 MPH zone,35,"SINGLETON, R.",12/10/2015,3:58:00 PM,186.1
6400     WEST                                                                                                AV,SPEEDING  31 MPH in a  20 MPH zone,20,"SIEMENS, J.",12/10/2015,3:49:00 PM,211.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  33 MPH in a  20 MP,20,"SINGLETON, R.",12/10/2015,3:45:00 PM,246.1
6400     WEST                                                                                                AV,SPEEDING  35 MPH in a  20 MPH zone,20,"SIEMENS, J.",12/10/2015,2:41:00 PM,241.1
6400     WEST                                                                                                AV,SPEEDING  38 MPH in a  20 MPH zone,20,"SIEMENS, J.",12/10/2015,2:18:00 PM,423.93
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  30 MPH in a  20 MP,20,"SINGLETON, R.",12/10/2015,2:13:00 PM,266.1
6400     WEST                                                                                                AV,SPEEDING  44 MPH in a  20 MPH zone,20,"SIEMENS, J.",12/10/2015,2:09:00 PM,356.1
6900     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  30 MPH in a  20 MP,20,"SINGLETON, R.",12/10/2015,2:02:00 PM,311.1
6000     BLANCO                                                                                              RD,SPEEDING  42 MPH in a  35 MPH zone,35,"FAWCETT, DAVID",12/10/2015,11:43:00 AM,181.1
1500     JACKSON KELLER                                                                                      RD,SPEEDING  52 MPH in a  35 MPH zone,35,"PECK, NATHANIEL",12/9/2015,5:50:00 PM,345.93
5900     BLANCO                                                                                              RD,SPEEDING  47 MPH in a  35 MPH zone,35,"SINGLETON, R.",12/9/2015,5:40:00 PM,191.1
6800     WEST                                                                                                AV,SPEEDING  47 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/9/2015,5:05:00 PM,191.1
6600     BLANCO                                                                                              RD,SPEEDING  50 MPH in a  35 MPH zone,35,"ZUNIGA, E.",12/9/2015,4:12:00 PM,371.93
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  36 MPH in a  20 MP,20,"SINGLETON, R.",12/9/2015,3:55:00 PM,341.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  30 MPH in a  20 MP,20,"SINGLETON, R.",12/9/2015,3:37:00 PM,231.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  35 MPH in a  20 MP,20,"SINGLETON, R.",12/9/2015,3:18:00 PM,256.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  39 MPH in a  20 MP,20,"SINGLETON, R.",12/9/2015,3:05:00 PM,276.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  41 MPH in a  20 MP,20,"SINGLETON, R.",12/9/2015,2:26:00 PM,573.43
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  50 MPH in a  20 MP,20,"SINGLETON, R.",12/9/2015,2:12:00 PM,411.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  30 MPH in a  20 MP,20,"SINGLETON, R.",12/8/2015,8:54:00 AM,311.1
6400     WEST                                                                                                AV,SPEEDING SCHOOL ZONE  36 MPH in a  20 MP,20,"CRAWFORD, TONY",12/8/2015,7:01:00 AM,261.1
